,Property,PropertyType,PropertyGroup,Description.x,TableName,DomainName,DataType,VocabURL
972,O_RF_INDICATOR,FieldMeasurement,OBSERVATIONS,Rainforest indicator growth form p84 (2nd Ed),OBSERVATIONS,C_O_RF_INDICATOR,VARCHAR,
973,O_RF_LEAFSIZE,FieldMeasurement,OBSERVATIONS,Rainforest leaf size of tallest stratum trees p81,OBSERVATIONS,C_O_RF_LEAFSIZE,VARCHAR,
974,O_RILL_DEG,FieldMeasurement,OBSERVATIONS,Rill erosion degree p136,OBSERVATIONS,C_O_RILL_DEG,VARCHAR,
975,O_RILL_STATE,FieldMeasurement,OBSERVATIONS,Rill erosion state p136,OBSERVATIONS,C_O_ER_STATE,VARCHAR,
976,O_RUNOFF,FieldMeasurement,OBSERVATIONS,Runoff p144,OBSERVATIONS,C_O_RUNOFF,VARCHAR,
977,O_SB_CONFIDENCE,FieldMeasurement,OBSERVATIONS,Substrate confidence p206,OBSERVATIONS,C_O_SB_CONFIDENCE,VARCHAR,
978,O_SB_DEPTH,NA,NA,NA,OBSERVATIONS,,FLOAT,
979,O_SB_DEPTH_PF,FieldMeasurement,OBSERVATIONS,Substrate depth prefix,OBSERVATIONS,,VARCHAR,
980,O_SB_DISTANCE,NA,NA,NA,OBSERVATIONS,,FLOAT,
981,O_SB_GRAIN_SIZE,FieldMeasurement,OBSERVATIONS,Substrate grain size p206,OBSERVATIONS,N_O_SB_GRAIN_SIZE,VARCHAR,
982,O_SB_LITH,FieldMeasurement,OBSERVATIONS,Substrate lithology p209,OBSERVATIONS,C_LITHOLOGY,VARCHAR,
983,O_SB_MASS_ALT,FieldMeasurement,OBSERVATIONS,Substrate mass alteration,OBSERVATIONS,C_O_SB_MASS_ALT,VARCHAR,
984,O_SB_MASS_GEN_TYPE,FieldMeasurement,OBSERVATIONS,Substrate mass genetic type,OBSERVATIONS,C_O_SB_MASS_GEN_TYPE,VARCHAR,
985,O_SB_MASS_SPAC_DIS,FieldMeasurement,OBSERVATIONS,Substrate mass spacing of discontinuities,OBSERVATIONS,N_O_SB_MASS_SPAC_DIS,VARCHAR,
986,O_SB_MASS_STRENGTH,FieldMeasurement,OBSERVATIONS,Substrate mass strength,OBSERVATIONS,C_O_SB_MASS_STRENGTH,VARCHAR,
987,O_SB_OBS_TYPE,FieldMeasurement,OBSERVATIONS,Substrate type of observation,OBSERVATIONS,C_O_SB_OBS_TYPE,VARCHAR,
988,O_SB_POROSITY,FieldMeasurement,OBSERVATIONS,Substrate porosity p208,OBSERVATIONS,C_O_SB_POROSITY,VARCHAR,
989,O_SB_STRENGTH,FieldMeasurement,OBSERVATIONS,Substrate strength p209,OBSERVATIONS,C_STRENGTH,VARCHAR,
990,O_SB_STRUCTURE,FieldMeasurement,OBSERVATIONS,Substrate structure p207,OBSERVATIONS,C_O_SB_STRUCTURE,VARCHAR,
991,O_SB_TEXTURE,FieldMeasurement,OBSERVATIONS,Substrate texture p207,OBSERVATIONS,C_O_SB_TEXTURE,VARCHAR,
992,O_SCALD_DEG,FieldMeasurement,OBSERVATIONS,Scald erosion degree p135,OBSERVATIONS,C_O_SCALD_DEG,VARCHAR,
993,O_SCLEROPHYLL,FieldMeasurement,OBSERVATIONS,Sclerophyll presence in canopy p63 85,OBSERVATIONS,,VARCHAR,
994,O_SHEET_DEG,FieldMeasurement,OBSERVATIONS,Sheet erosion degree p135,OBSERVATIONS,C_O_SHEET_DEG,VARCHAR,
995,O_SHEET_STATE,FieldMeasurement,OBSERVATIONS,Sheet erosion state p135,OBSERVATIONS,C_O_ER_STATE,VARCHAR,
996,O_SOIL_DISTURB,FieldMeasurement,OBSERVATIONS,Soil disturbance,OBSERVATIONS,C_O_SOIL_DISTURB,VARCHAR,
997,O_SOIL_TAXONOMY,FieldMeasurement,OBSERVATIONS,Soil taxonomy p226,OBSERVATIONS,C_O_SOIL_TAXONOMY,VARCHAR,
998,O_STBANK_DEG,FieldMeasurement,OBSERVATIONS,Stream bank erosion degree,OBSERVATIONS,C_O_STBANK_DEG,VARCHAR,
999,O_STBANK_STATE,FieldMeasurement,OBSERVATIONS,Stream bank erosion state,OBSERVATIONS,C_O_ER_STATE,VARCHAR,
1000,O_SUBSTRATE_NOTES,FieldMeasurement,OBSERVATIONS,Free text substrate notes,OBSERVATIONS,,VARCHAR,
1001,O_TAX_UNIT_NAME,FieldMeasurement,OBSERVATIONS,Taxonomic unit name  free,OBSERVATIONS,,VARCHAR,
1002,O_TAX_UNIT_TYPE,FieldMeasurement,OBSERVATIONS,Taxonomic unit type,OBSERVATIONS,C_O_TAX_UNIT_TYPE,VARCHAR,
1003,O_TUNNEL_DEG,FieldMeasurement,OBSERVATIONS,Tunnel erosion degree,OBSERVATIONS,C_O_TUNNEL_DEG,VARCHAR,
1004,O_TUNNEL_STATE,FieldMeasurement,OBSERVATIONS,Tunnel erosion state p137,OBSERVATIONS,C_O_ER_STATE,VARCHAR,
1005,O_TYPE,FieldMeasurement,OBSERVATIONS,Type of soil observation,OBSERVATIONS,C_O_TYPE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/type-of-soil-observation
1006,O_UNI_SOIL_CLASS,FieldMeasurement,OBSERVATIONS,Unified soil classification,OBSERVATIONS,,VARCHAR,
1007,O_VEG_NOTES,FieldMeasurement,OBSERVATIONS,Free text vegetation notes,OBSERVATIONS,,VARCHAR,
1008,O_WAVE_DEG,FieldMeasurement,OBSERVATIONS,Wave erosion degree p137,OBSERVATIONS,C_O_WAVE_DEG,VARCHAR,
1009,O_WAVE_STATE,FieldMeasurement,OBSERVATIONS,Wave erosion state p137,OBSERVATIONS,C_O_ER_STATE,VARCHAR,
1010,O_WIND_DEG,FieldMeasurement,OBSERVATIONS,Wind erosion degree p134,OBSERVATIONS,C_O_WIND_DEG,VARCHAR,
1011,O_WIND_STABILITY,FieldMeasurement,OBSERVATIONS,Wind erosion stability,OBSERVATIONS,C_O_WIND_STABILTY,VARCHAR,
1012,O_WIND_STATE,FieldMeasurement,OBSERVATIONS,Wind erosion state p134,OBSERVATIONS,C_O_ER_STATE,VARCHAR,
1013,O_WIND_VISIBILITY,FieldMeasurement,OBSERVATIONS,Wind erosion occurring on the day,OBSERVATIONS,C_O_WIND_VISIBILITY,VARCHAR,
1014,OFFR_CODE,FieldMeasurement,OFFICERS,Officer code p13. Code is unique within each state,OFFICERS,,VARCHAR,
1015,OFFR_NAME,FieldMeasurement,OFFICERS,Officer name,OFFICERS,,VARCHAR,
1016,OMP_COVER,FieldMeasurement,OBS_MNG_PRACS,Observation mngt practice type  e.g. liming  fertiliser,OBS_MNG_PRACS,C_MP_CODE,VARCHAR,
1017,OMP_DATE,FieldMeasurement,OBS_MNG_PRACS,Date mngt practice observed ddmmyyyy,OBS_MNG_PRACS,,VARCHAR,
1018,OMP_NO,NA,NA,NA,OBS_MNG_PRACS,,INTEGER,
1019,OMP_REF,FieldMeasurement,OBS_MNG_PRACS,Management practice reference e.g. LUMIS Version 1,OBS_MNG_PRACS,C_MP_REF,VARCHAR,
1020,P10_1m2m,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1021,P10_20_100,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1022,P10_20_75,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1023,P10_20_75a,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1024,P10_75_106,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1025,P10_CF_C,LaboratoryMeasurement,PSA,Clay (%) - Coventry and Fett pipette method,LAB_METHODS,,FLOAT,
1026,P10_CF_CS,LaboratoryMeasurement,PSA,Coarse sand (%) - Coventry and Fett pipette method,LAB_METHODS,,FLOAT,
1027,P10_CF_FS,LaboratoryMeasurement,PSA,Fine sand (%) - Coventry and Fett pipette method,LAB_METHODS,,FLOAT,
1028,P10_CF_S,LaboratoryMeasurement,PSA,Sand (%) - Coventry and Fett pipette method,LAB_METHODS,,FLOAT,
1029,P10_CF_Z,LaboratoryMeasurement,PSA,Silt (%) - Coventry and Fett pipette method,LAB_METHODS,,FLOAT,
1030,P10_GRAV,LaboratoryMeasurement,PSA,Gravel (%),LAB_METHODS,,FLOAT,
1031,P10_gt2m,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1032,P10_gt2MI,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1033,P10_gt2OM,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1034,P10_HYD_C,LaboratoryMeasurement,PSA,Clay (%) - Hydrometer Method,LAB_METHODS,,FLOAT,
1035,P10_HYD_CS,LaboratoryMeasurement,PSA,Coarse Sand (%) - Hydrometer Method,LAB_METHODS,,FLOAT,
1036,P10_HYD_FS,LaboratoryMeasurement,PSA,Fine Sand (%) - Hydrometer Method,LAB_METHODS,,FLOAT,
1037,P10_HYD_S,LaboratoryMeasurement,PSA,Sand (%) - Hydrometer Method,LAB_METHODS,,FLOAT,
1038,P10_HYD_Z,LaboratoryMeasurement,PSA,Silt (%) - Hydrometer Method,LAB_METHODS,,FLOAT,
1039,P10_NR_C,LaboratoryMeasurement,PSA,Clay (%) - Not recorded,LAB_METHODS,,FLOAT,
1040,P10_NR_CS,LaboratoryMeasurement,PSA,Coarse sand (%) - Not recorded,LAB_METHODS,,FLOAT,
1041,P10_NR_FS,LaboratoryMeasurement,PSA,Fine sand (%) - Not recorded,LAB_METHODS,,FLOAT,
1042,P10_NR_S,LaboratoryMeasurement,PSA,Sand (%) - Not recorded,LAB_METHODS,,FLOAT,
1043,P10_NR_Saa,NA,NA,NA,LAB_METHODS,,FLOAT,
1044,P10_NR_Z,LaboratoryMeasurement,PSA,Silt (%) - Not recorded,LAB_METHODS,,FLOAT,
1045,P10_NR_ZC,LaboratoryMeasurement,NA,NA,LAB_METHODS,,FLOAT,
1046,P10_PB_C,LaboratoryMeasurement,PSA,Clay (%) - Plummet balance,LAB_METHODS,,FLOAT,
1047,P10_PB_CS,LaboratoryMeasurement,PSA,Coarse sand (%) - Plummet balance,LAB_METHODS,,FLOAT,
1048,P10_PB_FS,LaboratoryMeasurement,PSA,Fine sand (%) - Plummet balance,LAB_METHODS,,FLOAT,
1049,P10_PB_S,LaboratoryMeasurement,PSA,Sand (%) - Plummet balance,LAB_METHODS,,FLOAT,
1050,P10_PB_Z,LaboratoryMeasurement,PSA,Silt (%) - Plummet balance,LAB_METHODS,,FLOAT,
1051,P10_PB1_C,LaboratoryMeasurement,PSA,Clay (%) - Plummet balance (Acid digestion pretreatment),LAB_METHODS,,FLOAT,
1052,P10_PB1_CS,LaboratoryMeasurement,PSA,Coarse sand (%) - Plummet balance (Acid digestion pretreatment),LAB_METHODS,,FLOAT,
1053,P10_PB1_FS,LaboratoryMeasurement,PSA,Fine sand (%) - Plummet balance (Acid digestion pretreatment),LAB_METHODS,,FLOAT,
1054,P10_PB1_Z,LaboratoryMeasurement,PSA,Silt (%) - Plummet balance (Acid digestion pretreatment),LAB_METHODS,,FLOAT,
1055,P10_S_0.20,LaboratoryMeasurement,PSA,0.20 micron (cumulative %) - Sedigraph,LAB_METHODS,,FLOAT,
1056,P10_S_0.48,LaboratoryMeasurement,PSA,0.48 micron (cumulative %) - Sedigraph,LAB_METHODS,,FLOAT,
1057,P10_S_1,LaboratoryMeasurement,PSA,1 micron (cumulative %) - Sedigraph,LAB_METHODS,,FLOAT,
1058,P10_S_1000,LaboratoryMeasurement,PSA,1000 micron (cumulative %) - Sedigraph,LAB_METHODS,,FLOAT,
1059,P10_S_125,LaboratoryMeasurement,PSA,125 micron (cumulative %) - Sedigraph,LAB_METHODS,,FLOAT,
1060,P10_S_15.6,LaboratoryMeasurement,PSA,15.6 micron (cumulative %) - Sedigraph,LAB_METHODS,,FLOAT,
1061,P10_S_2,LaboratoryMeasurement,PSA,2 micron (cumulative %) - Sedigraph,LAB_METHODS,,FLOAT,
1062,P10_S_20,LaboratoryMeasurement,PSA,20 micron (cumulative %) - Sedigraph,LAB_METHODS,,FLOAT,
1063,P10_S_2000,LaboratoryMeasurement,PSA,2000 micron (cumulative %) - Sedigraph,LAB_METHODS,,FLOAT,
1064,P10_S_250,LaboratoryMeasurement,PSA,250 micron (cumlative %) - Sedigraph,LAB_METHODS,,FLOAT,
1065,P10_S_3.9,LaboratoryMeasurement,PSA,3.9 micron (cumulative %) - Sedigraph,LAB_METHODS,,FLOAT,
1066,P10_S_31.2,LaboratoryMeasurement,PSA,31.2 micron (cumulative %) - Sedigraph,LAB_METHODS,,FLOAT,
1067,P10_S_500,LaboratoryMeasurement,PSA,500 micron (cumulative %) - Sedigraph,LAB_METHODS,,FLOAT,
1068,P10_S_53,LaboratoryMeasurement,PSA,53 micron (cumulative %) - Sedigraph,LAB_METHODS,,FLOAT,
1069,P10_S_63,LaboratoryMeasurement,PSA,63 micron (cumulative %) - Sedigraph,LAB_METHODS,,FLOAT,
1070,P10_S_7.8,LaboratoryMeasurement,PSA,7.8 micron (cumulative %) - Sedigraph,LAB_METHODS,,FLOAT,
1071,P10100_200,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1072,P10106_150,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1073,P10150_180,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1074,P10180_300,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1075,P10200_500,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1076,P10200_600,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1077,P102002000,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1078,P10300_600,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1079,P105002000,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1080,P106001000,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1081,P106002000,LaboratoryMeasurement,PSA,NA,LAB_METHODS,,FLOAT,
1082,P10A1_C,LaboratoryMeasurement,PSA,Clay (%) - Pipette,LAB_METHODS,,FLOAT,
1083,P10A1_CS,LaboratoryMeasurement,PSA,Coarse sand (%) - Pipette,LAB_METHODS,,FLOAT,
1084,P10A1_FS,LaboratoryMeasurement,PSA,Fine sand (%) - Pipette,LAB_METHODS,,FLOAT,
1085,P10A1_Z,LaboratoryMeasurement,PSA,Silt (%) - Pipette,LAB_METHODS,,FLOAT,
1086,P3A_NR,LaboratoryMeasurement,DENSITY,Bulk density - Not recorded,LAB_METHODS,,FLOAT,
1087,P3A1,LaboratoryMeasurement,DENSITY,Bulk density - g/cm3,LAB_METHODS,,FLOAT,
1088,P3A1_C4,LaboratoryMeasurement,DENSITY,NA,LAB_METHODS,,FLOAT,
1089,P3A1_CLOD,LaboratoryMeasurement,DENSITY,"Bulk density  g/cm3 - Clods at 0.1 Bar moisture content (McIntyre & Stirk, 1954, Aust. J. Agric. Res. 5:291-6)",LAB_METHODS,,FLOAT,
1090,P3A1_e,LaboratoryMeasurement,DENSITY,NA,LAB_METHODS,,FLOAT,
1091,P3A2,LaboratoryMeasurement,POROSITY,Macro Porosity %,LAB_METHODS,,FLOAT,
1092,P3A2_McK,LaboratoryMeasurement,POROSITY,Macro Porosity (%) as determined from McKenzie pore charts,LAB_METHODS,,FLOAT,
1093,P3A2_McKMP,LaboratoryMeasurement,POROSITY,Maximum pore diameter (mm) as determined from McKenzie pore charts,LAB_METHODS,,FLOAT,
1094,P3A3,LaboratoryMeasurement,POROSITY,Total Porosity %,LAB_METHODS,,FLOAT,
1095,P3A4,LaboratoryMeasurement,MOISTURE_RELEASE,Particle Density g/cm3,LAB_METHODS,,FLOAT,
1096,P3B_GV_001,LaboratoryMeasurement,MOISTURE_RELEASE,0.01 BAR Moisture g/g - Gravimetric using suction plate,LAB_METHODS,,FLOAT,
1097,P3B_GV_003,LaboratoryMeasurement,MOISTURE_RELEASE,0.03 BAR Moisture g/g - Gravimetric using suction plate,LAB_METHODS,,FLOAT,
1098,P3B_GV_005,LaboratoryMeasurement,MOISTURE_RELEASE,0.05 BAR Moisture g/g - Gravimetric using suction plate,LAB_METHODS,,FLOAT,
1099,P3B_GV_01,LaboratoryMeasurement,MOISTURE_RELEASE,0.1 BAR Moisture g/g - Gravimetric  using suction plate,LAB_METHODS,,FLOAT,
1100,P3B_GV_03,LaboratoryMeasurement,MOISTURE_RELEASE,0.3 BAR Moisture g/g - Gravimetric using suction plate,LAB_METHODS,,FLOAT,
1101,P3B_GV_033,LaboratoryMeasurement,MOISTURE_RELEASE,NA,LAB_METHODS,,FLOAT,
1102,P3B_GV_05,LaboratoryMeasurement,MOISTURE_RELEASE,0.5 BAR Moisture g/g - Gravimetric using suction plate,LAB_METHODS,,FLOAT,
1103,P3B_GV_1,LaboratoryMeasurement,MOISTURE_RELEASE,1 BAR Moisture g/g - Gravimetric using pressure plate,LAB_METHODS,,FLOAT,
1104,P3B_GV_15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture g/g - Gravimetric using pressure plate,LAB_METHODS,,FLOAT,
1105,P3B_GV_5,LaboratoryMeasurement,MOISTURE_RELEASE,5 BAR Moisture g/g - Gravimetric using pressure plate,LAB_METHODS,,FLOAT,
1106,P3B_GV_SAT,LaboratoryMeasurement,MOISTURE_RELEASE,Saturated Moisture g/g - Gravimetric using suction plate,LAB_METHODS,,FLOAT,
1107,P3B_NR_001,LaboratoryMeasurement,MOISTURE_RELEASE,0.01 BAR Moisture % - Not recorded,LAB_METHODS,,FLOAT,
1108,P3B_NR_003,LaboratoryMeasurement,MOISTURE_RELEASE,0.03 BAR Moisture % - Not recorded,LAB_METHODS,,FLOAT,
1109,P3B_NR_005,LaboratoryMeasurement,MOISTURE_RELEASE,0.05 BAR Moisture % - Not recorded,LAB_METHODS,,FLOAT,
1110,P3B_NR_01,LaboratoryMeasurement,MOISTURE_RELEASE,0.1 BAR Moisture % - Not recorded,LAB_METHODS,,FLOAT,
1111,P3B_NR_03,LaboratoryMeasurement,MOISTURE_RELEASE,0.3 BAR Moisture % - Not recorded,LAB_METHODS,,FLOAT,
1112,P3B_NR_05,LaboratoryMeasurement,MOISTURE_RELEASE,0.5 BAR Moisture % - Not recorded,LAB_METHODS,,FLOAT,
1113,P3B_NR_1,LaboratoryMeasurement,MOISTURE_RELEASE,1 BAR Moisture % - Not recorded,LAB_METHODS,,FLOAT,
1114,P3B_NR_15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture % - Not recorded,LAB_METHODS,,FLOAT,
1115,P3B_NR_5,LaboratoryMeasurement,MOISTURE_RELEASE,5 BAR Moisture % - Not recorded,LAB_METHODS,,FLOAT,
1116,P3B_NR_SAT,LaboratoryMeasurement,MOISTURE_RELEASE,Saturated Moisture % - Not recorded,LAB_METHODS,,FLOAT,
1117,P3B_VL_001,LaboratoryMeasurement,MOISTURE_RELEASE,0.01 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,,FLOAT,
1118,P3B_VL_003,LaboratoryMeasurement,MOISTURE_RELEASE,0.03 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,,FLOAT,
1119,P3B_VL_005,LaboratoryMeasurement,MOISTURE_RELEASE,0.05 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,,FLOAT,
1120,P3B_VL_01,LaboratoryMeasurement,MOISTURE_RELEASE,0.1 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,,FLOAT,
1121,P3B_VL_03,LaboratoryMeasurement,MOISTURE_RELEASE,0.3 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,,FLOAT,
1122,P3B_VL_05,LaboratoryMeasurement,MOISTURE_RELEASE,0.5 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,,FLOAT,
1123,P3B_VL_1,LaboratoryMeasurement,MOISTURE_RELEASE,1 BAR Moisture m3/m3 - Volumetric using pressure plate,LAB_METHODS,,FLOAT,
1124,P3B_VL_15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using pressure plate,LAB_METHODS,,FLOAT,
1125,P3B_VL_5,LaboratoryMeasurement,MOISTURE_RELEASE,5 BAR Moisture m3/m3 - Volumetric using pressure plate,LAB_METHODS,,FLOAT,
1126,P3B_VL_SAT,LaboratoryMeasurement,MOISTURE_RELEASE,Saturated Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,,FLOAT,
1127,P3B1GV_15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture g/g - Gravimetric of ground sample (<2mm) using pressure plate,LAB_METHODS,,FLOAT,
1128,P3B1VL_1,LaboratoryMeasurement,MOISTURE_RELEASE,1 BAR Moisture m3/m3 - Volumetric using <2mm sample on pressure plate,LAB_METHODS,,FLOAT,
1129,P3B1VL_15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using <2mm sample on pressure plate,LAB_METHODS,,FLOAT,
1130,P3B2GV_1,LaboratoryMeasurement,MOISTURE_RELEASE,1 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,,FLOAT,
1131,P3B2GV_15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,,FLOAT,
1132,P3B2GV_5,LaboratoryMeasurement,MOISTURE_RELEASE,5 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,,FLOAT,
1133,P3B2VL_03,LaboratoryMeasurement,MOISTURE_RELEASE,0.3 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,,FLOAT,
1134,P3B2VL_1,LaboratoryMeasurement,MOISTURE_RELEASE,1 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,,FLOAT,
1135,P3B2VL_15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,,FLOAT,
1136,P3B2VL_5,LaboratoryMeasurement,MOISTURE_RELEASE,5 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,,FLOAT,
1137,P3B3VLa001,LaboratoryMeasurement,MOISTURE_RELEASE,0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,,FLOAT,
1138,P3B3VLa005,LaboratoryMeasurement,MOISTURE_RELEASE,0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,,FLOAT,
1139,P3B3VLa01,LaboratoryMeasurement,MOISTURE_RELEASE,0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,,FLOAT,
1140,P3B3VLa03,LaboratoryMeasurement,MOISTURE_RELEASE,0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,,FLOAT,
1141,P3B3VLa06,LaboratoryMeasurement,MOISTURE_RELEASE,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,,FLOAT,
1142,P3B3VLaSAT,LaboratoryMeasurement,MOISTURE_RELEASE,Saturated Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,,FLOAT,
1143,P3B3VLb001,LaboratoryMeasurement,MOISTURE_RELEASE,"0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,,FLOAT,
1144,P3B3VLb003,LaboratoryMeasurement,MOISTURE_RELEASE,"0.03 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,,FLOAT,
1145,P3B3VLb005,LaboratoryMeasurement,MOISTURE_RELEASE,"0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,,FLOAT,
1146,P3B3VLb01,LaboratoryMeasurement,MOISTURE_RELEASE,"0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,,FLOAT,
1147,P3B3VLb03,LaboratoryMeasurement,MOISTURE_RELEASE,"0.33 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,,FLOAT,
1148,P3B3VLb05,LaboratoryMeasurement,MOISTURE_RELEASE,"0.5 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,,FLOAT,
1149,P3B3VLb06,LaboratoryMeasurement,MOISTURE_RELEASE,"0.66 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,,FLOAT,
1150,P3B3VLbSAT,LaboratoryMeasurement,MOISTURE_RELEASE,"Saturated Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,,FLOAT,
1151,P3B3VLc001,LaboratoryMeasurement,MOISTURE_RELEASE,0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,,FLOAT,
1152,P3B3VLc003,LaboratoryMeasurement,MOISTURE_RELEASE,0.03 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,,FLOAT,
1153,P3B3VLc005,LaboratoryMeasurement,MOISTURE_RELEASE,0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,,FLOAT,
1154,P3B3VLc01,LaboratoryMeasurement,MOISTURE_RELEASE,0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,,FLOAT,
1155,P3B3VLc03,LaboratoryMeasurement,MOISTURE_RELEASE,0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,,FLOAT,
1156,P3B3VLc06,LaboratoryMeasurement,MOISTURE_RELEASE,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,,FLOAT,
1157,P3B3VLcSAT,LaboratoryMeasurement,MOISTURE_RELEASE,Saturated Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,,FLOAT,
1158,P3B3VLd06,LaboratoryMeasurement,MOISTURE_RELEASE,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,LAB_METHODS,,FLOAT,
1159,P3B3VLd1,LaboratoryMeasurement,MOISTURE_RELEASE,1 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,LAB_METHODS,,FLOAT,
1160,P3B3VLd15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,LAB_METHODS,,FLOAT,
