Property,PropertyType,PropertyGroup,Description,TableName,DataType,VocabURL
O_AMG_ZONE,FieldMeasurement,OBSERVATIONS,Australian map grid zone p8,OBSERVATIONS,INTEGER,
O_EASTING,FieldMeasurement,OBSERVATIONS,AMG easting (m) p8,OBSERVATIONS,INTEGER,
O_NORTHING,FieldMeasurement,OBSERVATIONS,AMG northing (m) p8,OBSERVATIONS,INTEGER,
O_LATITUDE,FieldMeasurement,OBSERVATIONS,Latitude decimal degrees p9,OBSERVATIONS,FLOAT,
O_LONGITUDE,FieldMeasurement,OBSERVATIONS,Longitude decimal degrees p9,OBSERVATIONS,FLOAT,
O_DATUM,FieldMeasurement,OBSERVATIONS,Datum of the coordinates p7,OBSERVATIONS,VARCHAR,
O_LATITUDE_GDA94,FieldMeasurement,OBSERVATIONS,Latitude decimal degrees,OBSERVATIONS,FLOAT,
O_LONGITUDE_GDA94,FieldMeasurement,OBSERVATIONS,Longitude decimal degrees,OBSERVATIONS,FLOAT,
O_LOCATION_STATE,FieldMeasurement,OBSERVATIONS,"State e.g. TAS, NSW, VIC etc",OBSERVATIONS,VARCHAR,
O_LOCATION_NOTES,FieldMeasurement,OBSERVATIONS,Free text location notes,OBSERVATIONS,VARCHAR,
O_PHOTO_EAST,FieldMeasurement,OBSERVATIONS,Air photo site reference mm east p11,OBSERVATIONS,INTEGER,
O_PHOTO_NORTH,FieldMeasurement,OBSERVATIONS,Air photo site reference mm north p11,OBSERVATIONS,INTEGER,
O_LAND_USE,FieldMeasurement,OBSERVATIONS,Land use code,OBSERVATIONS,VARCHAR,
O_FOREST_TYPE,FieldMeasurement,OBSERVATIONS,Type of forest p73 (2nd Ed),OBSERVATIONS,VARCHAR,
O_RF_COMPLEX,FieldMeasurement,OBSERVATIONS,Rainforest complexity p77 (2nd Ed),OBSERVATIONS,VARCHAR,
O_RF_LEAFSIZE,FieldMeasurement,OBSERVATIONS,Rainforest leaf size of tallest stratum trees p81 (2nd Ed),OBSERVATIONS,VARCHAR,
O_RF_FLOR_COMP,FieldMeasurement,OBSERVATIONS,Rainforest floristic composition of tallest stratum trees p83 (2nd Ed),OBSERVATIONS,VARCHAR,
O_RF_INDICATOR,FieldMeasurement,OBSERVATIONS,Rainforest indicator growth form p84 (2nd Ed),OBSERVATIONS,VARCHAR,
O_RF_EMERGENTS,FieldMeasurement,OBSERVATIONS,Rainforest emergents p85,OBSERVATIONS,VARCHAR,
O_SCLEROPHYLL,FieldMeasurement,OBSERVATIONS,"Sclerophyll presence in canopy p63,85 (2nd Ed)",OBSERVATIONS,VARCHAR,
O_VEG_NOTES,FieldMeasurement,OBSERVATIONS,Free text vegetation notes,OBSERVATIONS,VARCHAR,
O_ASPECT,FieldMeasurement,OBSERVATIONS,Aspect (nearest 10 degrees) p127,OBSERVATIONS,INTEGER,
O_ELEVATION_EVAL,FieldMeasurement,OBSERVATIONS,Elevation evaluation p127,OBSERVATIONS,VARCHAR,
O_ELEVATION_PF,FieldMeasurement,OBSERVATIONS,Elevation prefix,OBSERVATIONS,VARCHAR,
O_ELEVATION,FieldMeasurement,OBSERVATIONS,Elevation (m above sea level) p128,OBSERVATIONS,INTEGER,
O_DRAINAGE_EVAL,FieldMeasurement,OBSERVATIONS,Drainage height evaluation p128,OBSERVATIONS,VARCHAR,
O_DRAINAGE_HEIGHT,FieldMeasurement,OBSERVATIONS,Drainage height value (m) p128,OBSERVATIONS,FLOAT,
O_DRAINAGE,FieldMeasurement,OBSERVATIONS,"Drainage, soil water regime, p202",OBSERVATIONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/soil-water-drainage
O_MR_SAMPLED,FieldMeasurement,OBSERVATIONS,Component of microrelief sampled p133,OBSERVATIONS,VARCHAR,
O_SOIL_DISTURB,FieldMeasurement,OBSERVATIONS,Soil disturbance,OBSERVATIONS,VARCHAR,
O_GRND_COV_LEVEL_MIN,FieldMeasurement,OBSERVATIONS,Minimum level of flattened groundcover,OBSERVATIONS,INTEGER,
O_GRND_COV_LEVEL_MAX,FieldMeasurement,OBSERVATIONS,Maximum  level of flattened groundcover,OBSERVATIONS,INTEGER,
O_GRND_COV_HEIGHT_MIN,FieldMeasurement,OBSERVATIONS,Minimum  height of groundcover,OBSERVATIONS,INTEGER,
O_GRND_COV_HEIGHT_MAX,FieldMeasurement,OBSERVATIONS,Maximum  height of groundcoveR,OBSERVATIONS,INTEGER,
O_WIND_STATE,FieldMeasurement,OBSERVATIONS,Wind erosion state p134,OBSERVATIONS,VARCHAR,
O_WIND_DEG,FieldMeasurement,OBSERVATIONS,Wind erosion degree p134,OBSERVATIONS,VARCHAR,
O_WIND_STABILITY,FieldMeasurement,OBSERVATIONS,Wind erosion stability from,OBSERVATIONS,VARCHAR,
O_WIND_VISIBILITY,FieldMeasurement,OBSERVATIONS,Wind erosion occurring on the day,OBSERVATIONS,VARCHAR,
O_SCALD_DEG,FieldMeasurement,OBSERVATIONS,Scald erosion degree p135,OBSERVATIONS,VARCHAR,
O_SHEET_STATE,FieldMeasurement,OBSERVATIONS,Sheet erosion state p135,OBSERVATIONS,VARCHAR,
O_SHEET_DEG,FieldMeasurement,OBSERVATIONS,Sheet erosion degree p135,OBSERVATIONS,VARCHAR,
O_WAVE_STATE,FieldMeasurement,OBSERVATIONS,Wave erosion state p137,OBSERVATIONS,VARCHAR,
O_WAVE_DEG,FieldMeasurement,OBSERVATIONS,Wave erosion degree p137,OBSERVATIONS,VARCHAR,
O_RILL_STATE,FieldMeasurement,OBSERVATIONS,Rill erosion state p136,OBSERVATIONS,VARCHAR,
O_RILL_DEG,FieldMeasurement,OBSERVATIONS,Rill erosion degree p136,OBSERVATIONS,VARCHAR,
O_MASS_STATE,FieldMeasurement,OBSERVATIONS,Mass movement erosion state p138,OBSERVATIONS,VARCHAR,
O_MASS_DEG,FieldMeasurement,OBSERVATIONS,Mass movement erosion state p138,OBSERVATIONS,VARCHAR,
O_GULLY_STATE,FieldMeasurement,OBSERVATIONS,Gully erosion state p137,OBSERVATIONS,VARCHAR,
O_GULLY_DEG,FieldMeasurement,OBSERVATIONS,Gully erosion degree p137,OBSERVATIONS,VARCHAR,
O_STBANK_STATE,FieldMeasurement,OBSERVATIONS,Stream bank erosion state p137,OBSERVATIONS,VARCHAR,
O_STBANK_DEG,FieldMeasurement,OBSERVATIONS,Stream bank erosion degree p137,OBSERVATIONS,VARCHAR,
O_TUNNEL_STATE,FieldMeasurement,OBSERVATIONS,Tunnel erosion state p137,OBSERVATIONS,VARCHAR,
O_TUNNEL_DEG,FieldMeasurement,OBSERVATIONS,Tunnel erosion degree p137,OBSERVATIONS,VARCHAR,
O_OTHER_ER_STATE,FieldMeasurement,OBSERVATIONS,"Other erosion state, p134",OBSERVATIONS,VARCHAR,
O_OTHER_ER_DEG,FieldMeasurement,OBSERVATIONS,"Other erosion degree, p134",OBSERVATIONS,VARCHAR,
O_OTHER_ER_TYPE,FieldMeasurement,OBSERVATIONS,"Other erosion type, free text, Additional field",OBSERVATIONS,VARCHAR,
O_GULLY_DEPTH,FieldMeasurement,OBSERVATIONS,Gully depth p137,OBSERVATIONS,VARCHAR,
O_AGGRADATION,FieldMeasurement,OBSERVATIONS,Aggradation p138,OBSERVATIONS,VARCHAR,
O_INUND_FREQ,FieldMeasurement,OBSERVATIONS,Inundation frequency p138,OBSERVATIONS,VARCHAR,
O_INUND_DUR,FieldMeasurement,OBSERVATIONS,Inundation duration (annual) p139,OBSERVATIONS,VARCHAR,
O_INUND_DEPTH,FieldMeasurement,OBSERVATIONS,Inundation depth (annual) p139,OBSERVATIONS,VARCHAR,
O_INUND_RUNON_VEL,FieldMeasurement,OBSERVATIONS,Inundation runon velocity p139,OBSERVATIONS,VARCHAR,
O_DEPTH_WATER,FieldMeasurement,OBSERVATIONS,Depth to free water (m) p144,OBSERVATIONS,FLOAT,
O_DEPTH_WATER_PREF,FieldMeasurement,OBSERVATIONS,"Depth to free water prefix: +,-,0 p144",OBSERVATIONS,VARCHAR,
O_DEPTH_RHORIZON_PF,FieldMeasurement,OBSERVATIONS,Depth to R horizon prefix,OBSERVATIONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/depth-to-r-horizon
O_DEPTH_RHORIZON,FieldMeasurement,OBSERVATIONS,Depth to R horizon or strongly cemented pan p156,OBSERVATIONS,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/depth-to-r-horizon
O_RUNOFF,FieldMeasurement,OBSERVATIONS,Runoff p144,OBSERVATIONS,VARCHAR,
O_PERMEABILITY,FieldMeasurement,OBSERVATIONS,Permeability p200,OBSERVATIONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/soil-water-permeability
O_SB_OBS_TYPE,FieldMeasurement,OBSERVATIONS,Substrate type of observation p205,OBSERVATIONS,VARCHAR,
O_SB_DISTANCE,FieldMeasurement,OBSERVATIONS,Substrate distance (m) p206,OBSERVATIONS,FLOAT,
O_SB_CONFIDENCE,FieldMeasurement,OBSERVATIONS,Substrate confidence p206,OBSERVATIONS,VARCHAR,
O_SB_DEPTH_PF,FieldMeasurement,OBSERVATIONS,Substrate depth prefix,OBSERVATIONS,VARCHAR,
O_SB_DEPTH,FieldMeasurement,OBSERVATIONS,Substrate depth (m) p206,OBSERVATIONS,FLOAT,
O_SB_GRAIN_SIZE,FieldMeasurement,OBSERVATIONS,Substrate grain size p206,OBSERVATIONS,VARCHAR,
O_SB_TEXTURE,FieldMeasurement,OBSERVATIONS,Substrate texture  p207,OBSERVATIONS,VARCHAR,
O_SB_STRUCTURE,FieldMeasurement,OBSERVATIONS,Substrate structure p207,OBSERVATIONS,VARCHAR,
O_SB_POROSITY,FieldMeasurement,OBSERVATIONS,Substrate porosity p208,OBSERVATIONS,VARCHAR,
O_SB_STRENGTH,FieldMeasurement,OBSERVATIONS,Substrate strength p209,OBSERVATIONS,VARCHAR,
O_SB_LITH,FieldMeasurement,OBSERVATIONS,Substrate lithology p209,OBSERVATIONS,VARCHAR,
O_SB_MASS_SPAC_DIS,FieldMeasurement,OBSERVATIONS,Substrate mass spacing of discontinuities p210,OBSERVATIONS,VARCHAR,
O_SB_MASS_ALT,FieldMeasurement,OBSERVATIONS,Substrate mass alteration,OBSERVATIONS,VARCHAR,
O_SB_MASS_STRENGTH,FieldMeasurement,OBSERVATIONS,Substrate mass strength p211,OBSERVATIONS,VARCHAR,
O_SB_MASS_GEN_TYPE,FieldMeasurement,OBSERVATIONS,Substrate mass genetic type p216,OBSERVATIONS,VARCHAR,
O_SUBSTRATE_NOTES,FieldMeasurement,OBSERVATIONS,Free text substrate notes,OBSERVATIONS,VARCHAR,
O_PPF,FieldMeasurement,OBSERVATIONS,Principal profile form,OBSERVATIONS,VARCHAR,
O_GSG,FieldMeasurement,OBSERVATIONS,Great soil group,OBSERVATIONS,VARCHAR,
O_ASC_TECH_REF,FieldMeasurement,OBSERVATIONS,Aust soil classification technical reference,OBSERVATIONS,VARCHAR,
O_ASC_CONF,FieldMeasurement,OBSERVATIONS,Aust soil classification confidence,OBSERVATIONS,VARCHAR,
O_ASC_ORD,FieldMeasurement,OBSERVATIONS,Aust soil classification order p255,OBSERVATIONS,VARCHAR,
O_ASC_SUBORD,FieldMeasurement,OBSERVATIONS,Aust soil classification suborder,OBSERVATIONS,VARCHAR,
O_ASC_GG,FieldMeasurement,OBSERVATIONS,Aust soil classification great soil group,OBSERVATIONS,VARCHAR,
O_ASC_SUBG,FieldMeasurement,OBSERVATIONS,Aust soil classification subgroup,OBSERVATIONS,VARCHAR,
O_ASC_FAM1,FieldMeasurement,OBSERVATIONS,Aust soil classification family; likely to be horizon thickness,OBSERVATIONS,VARCHAR,
O_ASC_FAM2,FieldMeasurement,OBSERVATIONS,Aust soil classification family; likely to be gravel content,OBSERVATIONS,VARCHAR,
O_ASC_FAM3,FieldMeasurement,OBSERVATIONS,Aust soil classification family; likely to be A1 texture,OBSERVATIONS,VARCHAR,
O_ASC_FAM4,FieldMeasurement,OBSERVATIONS,Aust soil classification family; likely to be B texture,OBSERVATIONS,VARCHAR,
O_ASC_FAM5,FieldMeasurement,OBSERVATIONS,Aust soil classification family; likely to be soil depth,OBSERVATIONS,VARCHAR,
O_ASC_NOTES,FieldMeasurement,OBSERVATIONS,Aust soil classification notes,OBSERVATIONS,VARCHAR,
O_UNI_SOIL_CLASS,FieldMeasurement,OBSERVATIONS,Unified soil classification,OBSERVATIONS,VARCHAR,
O_SOIL_TAXONOMY,FieldMeasurement,OBSERVATIONS,Soil taxonomy p226,OBSERVATIONS,VARCHAR,
O_TAX_UNIT_TYPE,FieldMeasurement,OBSERVATIONS,Taxonomic unit type: Soil type-ST soil series-SS soil profile class-SPC,OBSERVATIONS,VARCHAR,
O_TAX_UNIT_NAME,FieldMeasurement,OBSERVATIONS,"Taxonomic unit name, free text",OBSERVATIONS,VARCHAR,
O_MAP_UNIT_TYPE,FieldMeasurement,OBSERVATIONS,Mapping unit type: Land sys-LS land unit-LU soil landscape-SL soil assoc-SA soil cpx-SC,OBSERVATIONS,VARCHAR,
O_MAP_UNIT_NAME,FieldMeasurement,OBSERVATIONS,"Map unit name, free text",OBSERVATIONS,VARCHAR,
O_NOTES,FieldMeasurement,OBSERVATIONS,"Free text notes, additional field",OBSERVATIONS,VARCHAR,
OMP_NO,FieldMeasurement,OBS_MNG_PRACS,Observation mngt practice number,OBS_MNG_PRACS,INTEGER,
OMP_DATE,FieldMeasurement,OBS_MNG_PRACS,Date mngt practice observed ddmmyyyy,OBS_MNG_PRACS,VARCHAR,
OMP_REF,FieldMeasurement,OBS_MNG_PRACS,Management practice reference e.g. LUMIS Version 1,OBS_MNG_PRACS,VARCHAR,
OMP_COVER,FieldMeasurement,OBS_MNG_PRACS,"Observation mngt practice type, e.g. liming, fertiliser",OBS_MNG_PRACS,VARCHAR,
OFFR_CODE,FieldMeasurement,OFFICERS,Officer code p13. Code is unique within each state,OFFICERS,VARCHAR,
OFFR_NAME,FieldMeasurement,OFFICERS,Officer name,OFFICERS,VARCHAR,
PAN_NO,FieldMeasurement,PANS,Pan number,PANS,INTEGER,
PAN_CEMENTATION,FieldMeasurement,PANS,Pan cementation p192,PANS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/pans-cementation
PAN_TYPE,FieldMeasurement,PANS,Type of pan p192,PANS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/pans-type
PAN_CONTINUITY,FieldMeasurement,PANS,Continuity of pan p195,PANS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/pans-continuity
PAN_STRUCTURE,FieldMeasurement,PANS,Structure of pan p195,PANS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/pans-structure
PGM_NO,FieldMeasurement,PATT_GEOMORPHS,Pattern geomorphology number,PATT_GEOMORPHS,INTEGER,
PGM_MODE,FieldMeasurement,PATT_GEOMORPHS,"Pattern, mode of geomorphological activity p52",PATT_GEOMORPHS,VARCHAR,
PGM_AGENT,FieldMeasurement,PATT_GEOMORPHS,Pattern geomorphological agent p52,PATT_GEOMORPHS,VARCHAR,
PGM_STAT,FieldMeasurement,PATT_GEOMORPHS,Pattern status of geomorphological activity p54,PATT_GEOMORPHS,VARCHAR,
PH_NO,FieldMeasurement,PHS,pH number,PHS,INTEGER,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/field-ph
PH_VALUE,FieldMeasurement,PHS,Field pH value p198,PHS,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/field-ph
PH_DEPTH,FieldMeasurement,PHS,Depth at which pH recorded (m) p198,PHS,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/field-ph
PH_METHOD,FieldMeasurement,PHS,Field pH method,PHS,VARCHAR,
PORE_NO,FieldMeasurement,PORES,Pore number,PORES,INTEGER,
PORE_ABUN,FieldMeasurement,PORES,Abundance of macropores p184,PORES,VARCHAR,
PORE_DIAMETER,FieldMeasurement,PORES,Diameter of macropores p185,PORES,VARCHAR,
PROJ_CODE,FieldMeasurement,PROJECTS,Project identifier (unique within each agency),PROJECTS,VARCHAR,
PROJ_NAME,FieldMeasurement,PROJECTS,Name of project,PROJECTS,VARCHAR,
PROJ_MANAGER_CODE,FieldMeasurement,PROJECTS,Officer code p13,PROJECTS,VARCHAR,
PROJ_BIBLIO_REF,FieldMeasurement,PROJECTS,Bibliographic reference,PROJECTS,VARCHAR,
PROJ_START_DATE,FieldMeasurement,PROJECTS,Date of commencement of project ddmmyyyy,PROJECTS,VARCHAR,
PROJ_FINISH_DATE,FieldMeasurement,PROJECTS,Date of completion of project ddmmyyyy,PROJECTS,VARCHAR,
RO_NO,FieldMeasurement,ROCK_OUTCROPS,Rock outcrop number,ROCK_OUTCROPS,INTEGER,
RO_ABUN,FieldMeasurement,ROCK_OUTCROPS,Rock outcrop abundance p143,ROCK_OUTCROPS,VARCHAR,
RO_LITH,FieldMeasurement,ROCK_OUTCROPS,Rock outcrop lithology p214,ROCK_OUTCROPS,VARCHAR,
ROOT_NO,FieldMeasurement,ROOTS,Root number,ROOTS,INTEGER,
ROOT_ABUN,FieldMeasurement,ROOTS,Root abundance (per 0.01 m2) p199,ROOTS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/roots-abundance
ROOT_SIZE,FieldMeasurement,ROOTS,Root size (diameter) p199,ROOTS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/roots-size
SAMP_NO,FieldMeasurement,SAMPLES,Sample number E.g. Hrz 1 = 0-0.4 m Samp 1= 0-0.2 m Samp 2 = 0.2-0.4 m,SAMPLES,INTEGER,
SAMP_UPPER_DEPTH,FieldMeasurement,SAMPLES,Sample upper depth (m),SAMPLES,FLOAT,
SAMP_LOWER_DEPTH,FieldMeasurement,SAMPLES,Sample lower depth (m),SAMPLES,FLOAT,
SAMP_CONTRIB,FieldMeasurement,SAMPLES,Number of contributing samples,SAMPLES,INTEGER,
SAMP_SIZE,FieldMeasurement,SAMPLES,Size of final sample,SAMPLES,VARCHAR,
SAMP_NOTES,FieldMeasurement,SAMPLES,Free text notes,SAMPLES,VARCHAR,
SEG_NO,FieldMeasurement,SEGREGATIONS,Segregation number,SEGREGATIONS,INTEGER,
SEG_ABUN,FieldMeasurement,SEGREGATIONS,Segregation abundance p196,SEGREGATIONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/segregations-abundance
SEG_NATURE,FieldMeasurement,SEGREGATIONS,Segregation nature p196,SEGREGATIONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/segregations-nature
SEG_FORM,FieldMeasurement,SEGREGATIONS,Segregation form p196,SEGREGATIONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/segregations-form
SEG_SIZE,FieldMeasurement,SEGREGATIONS,Segregation size p197,SEGREGATIONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/segregations-size
SEG_STRENGTH,FieldMeasurement,SEGREGATIONS,Segregation strength p197,SEGREGATIONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/segregations-strength
SEG_MAGNETIC_ATTR,FieldMeasurement,SEGREGATIONS,Segregation magnetic attributes p198,SEGREGATIONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/segregations-magnetic
S_ORIG_TECH_REF,FieldMeasurement,SITES,Technical reference used,SITES,VARCHAR,
S_MAP_SCALE,FieldMeasurement,SITES,Map scale p9,SITES,VARCHAR,
S_MAP_SHEET_NO,FieldMeasurement,SITES,Map sheet number,SITES,VARCHAR,
S_MAP_REF_TYPE,FieldMeasurement,SITES,Map reference type p8,SITES,VARCHAR,
S_PHOTO_FILM_NO,FieldMeasurement,SITES,Air photo film number p10,SITES,VARCHAR,
S_PHOTO_RUN_NO,FieldMeasurement,SITES,Air photo run number p10,SITES,VARCHAR,
S_PHOTO_FRAME_NO,FieldMeasurement,SITES,Air photo frame number p11,SITES,INTEGER,
S_DESC_BY,FieldMeasurement,SITES,Officer code p13,SITES,VARCHAR,
S_DATE_DESC,FieldMeasurement,SITES,Date site described p13 ddmmyyyy,SITES,VARCHAR,
S_TYPE,FieldMeasurement,SITES,Type of site p13,SITES,VARCHAR,
S_RAINFALL,FieldMeasurement,SITES,Annual rainfall (mm) p13,SITES,INTEGER,
S_SLOPE_PF,FieldMeasurement,SITES,Slope prefix,SITES,VARCHAR,
S_SLOPE,FieldMeasurement,SITES,"Slope value, % p18",SITES,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/landform/slope-value
S_SLOPE_EVAL,FieldMeasurement,SITES,"Slope, means of evaluation p18",SITES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/slope-evaluations
S_SLOPE_CLASS,FieldMeasurement,SITES,"Slope class, p18",SITES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/slope-classes
S_MORPH_TYPE,FieldMeasurement,SITES,Slope morphological type p19,SITES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/morphological-types
S_ELEM_INC_SLOPE,FieldMeasurement,SITES,Relative inclination of slope elements p21,SITES,VARCHAR,
S_ELEM_LENGTH,FieldMeasurement,SITES,Length of landform element (m) p27,SITES,FLOAT, http://registry.it.csiro.au/def/soil/au/asls/landform/element-dimension-length
S_ELEM_WIDTH,FieldMeasurement,SITES,Width of landform element (m) p27,SITES,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/landform/element-dimension-width
S_ELEM_HEIGHT,FieldMeasurement,SITES,Height of landform element (m) p27,SITES,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/landform/element-dimension-height
S_ELEM_LOCATION,FieldMeasurement,SITES,Location within landform element p27,SITES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/location-within-the-landform-element
S_ELEM_TYPE,FieldMeasurement,SITES,Element type p31,SITES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/morphological-types
S_RELIEF,FieldMeasurement,SITES,Pattern relief (m) p45,SITES,INTEGER,http://registry.it.csiro.au/def/soil/au/asls/landform/relief
S_MODAL_SLOPE,FieldMeasurement,SITES,Modal slope p45,SITES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/modal-slope
S_RELIEF_CLASS,FieldMeasurement,SITES,Relief class p48,SITES,VARCHAR,
S_REL_MS_CLASS,FieldMeasurement,SITES,Relief/modal slope class p47,SITES,VARCHAR,
S_STRM_CH_SPACING,FieldMeasurement,SITES,Stream channel spacing p48,SITES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/stream-channel-spacing
S_STRM_CH_DEV,FieldMeasurement,SITES,Stream channel development p49,SITES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/stream-channel-development
S_STRM_CH_DTOW,FieldMeasurement,SITES,Channel depth relative to width p49,SITES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/stream-channel-relative-depth-width
S_STRM_CH_MIG,FieldMeasurement,SITES,Stream channel migration p50,SITES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/stream-channel-migration
S_STRM_CH_PATT,FieldMeasurement,SITES,Stream-wise channel pattern p50,SITES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/streamwise-channel-pattern
S_STRM_CH_NET_INT,FieldMeasurement,SITES,Stream channel network integration p50,SITES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/stream-channel-network-integration
S_STRM_CH_DIR_NET,FieldMeasurement,SITES,Stream channel network directionality p52,SITES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/stream-channel-network-directionality
S_PATT_TYPE,FieldMeasurement,SITES,Pattern type p55,SITES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/simple-erosional-landform-patterns
S_NOTES,FieldMeasurement,SITES,Free text notes,SITES,VARCHAR,
LUSE_NO,FieldMeasurement,SITE_MNG_PRCS,Land use number,SITE_MNG_PRCS,INTEGER,
SMP_NO,FieldMeasurement,SITE_MNG_PRCS,Site mngt practice number,SITE_MNG_PRCS,INTEGER,
SMP_DATE,FieldMeasurement,SITE_MNG_PRCS,Date mngt practice observed,SITE_MNG_PRCS,VARCHAR,
SMP_REF,FieldMeasurement,SITE_MNG_PRCS,Management practice reference e.g. LUMIS Version 1,SITE_MNG_PRCS,VARCHAR,
SMP_CODE,FieldMeasurement,SITE_MNG_PRCS,"Site mngt practice type, e.g. liming, fertiliser",SITE_MNG_PRCS,VARCHAR,
STRG_NO,FieldMeasurement,STRENGTHS,Strength number,STRENGTHS,INTEGER,
STRG_CLASS,FieldMeasurement,STRENGTHS,Strength p187,STRENGTHS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/consistence-strength
STRG_MOISTURE_STAT,FieldMeasurement,STRENGTHS,Moisture status p187,STRENGTHS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/soil-water-status
STR_NO,FieldMeasurement,STRUCTURES,Structure number,STRUCTURES,INTEGER,
STR_PED_GRADE,FieldMeasurement,STRUCTURES,Grade of pedality p171,STRUCTURES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/structure-pedality-grade
STR_PED_SIZE,FieldMeasurement,STRUCTURES,Size of peds p172,STRUCTURES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/structure-pedality-size
STR_PED_TYPE,FieldMeasurement,STRUCTURES,Type of pedality p173,STRUCTURES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/structure-pedality-type
STR_COMPOUND_PED,FieldMeasurement,STRUCTURES,Compound pedality p180,STRUCTURES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/structure-pedality-compound
STR_CLODS_FRAGS,FieldMeasurement,STRUCTURES,Clods and fragments p181,STRUCTURES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/structure-artificial
SB_NO,FieldMeasurement,SUB_MINERAL_COMPS,Substrate number,SUB_MINERAL_COMPS,INTEGER,
SB_MINERAL_COMP,FieldMeasurement,SUB_MINERAL_COMPS,Mineral composition p208,SUB_MINERAL_COMPS,VARCHAR,
SCF_NO,FieldMeasurement,SURF_COARSE_FRAGS,Surface coarse fragment number,SURF_COARSE_FRAGS,INTEGER,
SCF_ABUN,FieldMeasurement,SURF_COARSE_FRAGS,Surface coarse fragment abundance p139,SURF_COARSE_FRAGS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-abundance
SCF_SIZE,FieldMeasurement,SURF_COARSE_FRAGS,Surface coarse fragment size p140,SURF_COARSE_FRAGS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-size
SCF_SHAPE,FieldMeasurement,SURF_COARSE_FRAGS,Surface coarse fragment shape p142,SURF_COARSE_FRAGS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-shape
SCF_LITH,FieldMeasurement,SURF_COARSE_FRAGS,Surface coarse fragment lithology p214,SURF_COARSE_FRAGS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-lithology
SCF_STRENGTH,FieldMeasurement,SURF_COARSE_FRAGS,Surface coarse fragment strength p209,SURF_COARSE_FRAGS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-strength
SCON_NO,FieldMeasurement,SURF_CONDITIONS,Surface condition number,SURF_CONDITIONS,INTEGER,
